user_id,user_type,user_age_group,geographic_region,is_quebec_resident
USER_0979,Premium,18-24,Montreal,TRUE
USER_0981,Free,18-24,New York City,FALSE
USER_1002,Free,45+,New York City,FALSE
USER_1019,Premium,35-44,Vancouver,FALSE
USER_1030,Premium,18-24,London,FALSE
USER_1043,Premium,25-34,New York City,FALSE
USER_1056,Premium,35-44,Montreal,TRUE
USER_1066,Premium,25-34,Vancouver,FALSE
USER_1078,Premium,35-44,Toronto,FALSE
USER_1090,Free,18-24,Toronto,FALSE
USER_1096,Premium,25-34,Vancouver,FALSE
USER_1104,Premium,25-34,London,FALSE
USER_1106,Premium,25-34,Toronto,FALSE
USER_1129,Free,25-34,Toronto,FALSE
USER_1137,Free,25-34,New York City,FALSE
USER_1161,Free,18-24,Los Angeles,FALSE
USER_1180,Free,18-24,Montreal,TRUE
USER_1185,Free,25-34,Montreal,TRUE
USER_1195,Premium,18-24,New York City,FALSE
USER_1203,Free,18-24,Montreal,TRUE
USER_1215,Free,18-24,Montreal,TRUE
USER_1219,Premium,18-24,Toronto,FALSE
USER_1221,Free,25-34,Montreal,TRUE
USER_1224,Free,45+,Montreal,TRUE
USER_1230,Free,18-24,London,FALSE
USER_1234,Free,18-24,London,FALSE
USER_1259,Free,18-24,London,FALSE
USER_1265,Free,18-24,New York City,FALSE
USER_1273,Premium,18-24,Los Angeles,FALSE
USER_1286,Free,18-24,Toronto,FALSE
USER_1295,Free,35-44,Vancouver,FALSE
USER_1299,Premium,18-24,New York City,FALSE
USER_1309,Premium,18-24,Montreal,TRUE
USER_1326,Premium,25-34,Montreal,TRUE
USER_1345,Premium,25-34,Los Angeles,FALSE
USER_1351,Free,25-34,Toronto,FALSE
USER_1361,Free,18-24,Montreal,TRUE
USER_1362,Free,25-34,Toronto,FALSE
USER_1383,Premium,25-34,London,FALSE
USER_1388,Premium,18-24,Vancouver,FALSE
USER_1396,Premium,18-24,Toronto,FALSE
USER_1400,Free,18-24,Montreal,TRUE
USER_1406,Premium,25-34,Vancouver,FALSE
USER_1412,Premium,18-24,New York City,FALSE
USER_1419,Premium,18-24,Toronto,FALSE
USER_1423,Premium,18-24,Montreal,TRUE
USER_1447,Premium,18-24,New York City,FALSE
USER_1456,Premium,18-24,Toronto,FALSE
USER_1467,Premium,18-24,London,FALSE
USER_1495,Free,25-34,Toronto,FALSE
USER_1498,Free,18-24,Los Angeles,FALSE
USER_1516,Premium,18-24,Montreal,TRUE
USER_1532,Premium,18-24,Vancouver,FALSE
USER_1535,Premium,25-34,Los Angeles,FALSE
USER_1543,Free,18-24,New York City,FALSE
USER_1544,Premium,18-24,Montreal,TRUE
USER_1546,Premium,18-24,London,FALSE
USER_1550,Free,25-34,Toronto,FALSE
USER_1565,Free,25-34,Toronto,FALSE
USER_1573,Premium,35-44,London,FALSE
USER_1577,Free,35-44,Los Angeles,FALSE
USER_1598,Free,45+,New York City,FALSE
USER_1607,Premium,25-34,New York City,FALSE
USER_1613,Free,25-34,Toronto,FALSE
USER_1623,Free,45+,Los Angeles,FALSE
USER_1632,Free,45+,Vancouver,FALSE
USER_1633,Premium,18-24,Vancouver,FALSE
USER_1657,Free,18-24,Los Angeles,FALSE
USER_1661,Free,35-44,Montreal,TRUE
USER_1680,Free,35-44,London,FALSE
USER_1695,Free,18-24,Los Angeles,FALSE
USER_1707,Premium,25-34,New York City,FALSE
USER_1729,Premium,18-24,New York City,FALSE
USER_1737,Premium,18-24,Toronto,FALSE
USER_1757,Free,18-24,New York City,FALSE
USER_1759,Premium,45+,Montreal,TRUE
USER_1760,Premium,25-34,New York City,FALSE
USER_1765,Premium,25-34,Los Angeles,FALSE
USER_1774,Premium,18-24,London,FALSE
USER_1775,Premium,25-34,Montreal,TRUE
USER_1785,Free,18-24,Montreal,TRUE
USER_1804,Premium,35-44,Montreal,TRUE
USER_1807,Free,18-24,London,FALSE
USER_1825,Free,18-24,New York City,FALSE
USER_1828,Free,25-34,London,FALSE
USER_1837,Free,25-34,Los Angeles,FALSE
USER_1841,Premium,18-24,Los Angeles,FALSE
USER_1850,Free,18-24,Montreal,TRUE
USER_1851,Premium,18-24,Los Angeles,FALSE
USER_1864,Free,35-44,London,FALSE
USER_1875,Premium,35-44,London,FALSE
USER_1878,Premium,18-24,Los Angeles,FALSE
USER_1890,Free,18-24,Vancouver,FALSE
USER_1894,Premium,25-34,London,FALSE
USER_1913,Premium,18-24,Montreal,TRUE
USER_1923,Free,35-44,Los Angeles,FALSE
USER_1956,Free,25-34,Los Angeles,FALSE
USER_1968,Free,18-24,New York City,FALSE
USER_1992,Premium,25-34,Los Angeles,FALSE
USER_2015,Free,18-24,New York City,FALSE
USER_2017,Free,18-24,Montreal,TRUE
USER_2026,Free,35-44,Vancouver,FALSE
USER_2035,Premium,18-24,Montreal,TRUE
USER_2065,Premium,18-24,New York City,FALSE
USER_2090,Free,45+,Montreal,TRUE
USER_2116,Free,45+,Toronto,FALSE
USER_2131,Premium,18-24,Vancouver,FALSE
USER_2145,Premium,18-24,Montreal,TRUE
USER_2148,Free,18-24,Vancouver,FALSE
USER_2159,Free,18-24,London,FALSE
USER_2160,Free,18-24,London,FALSE
USER_2167,Free,35-44,London,FALSE
USER_2171,Premium,18-24,Los Angeles,FALSE
USER_2179,Free,18-24,London,FALSE
USER_2229,Free,18-24,Montreal,TRUE
USER_2249,Free,18-24,New York City,FALSE
USER_2253,Premium,45+,Montreal,TRUE
USER_2255,Premium,18-24,Toronto,FALSE
USER_2257,Premium,25-34,Los Angeles,FALSE
USER_2295,Free,18-24,Los Angeles,FALSE
USER_2306,Premium,18-24,Vancouver,FALSE
USER_2313,Free,18-24,Vancouver,FALSE
USER_2320,Free,25-34,Vancouver,FALSE
USER_2366,Free,35-44,Montreal,TRUE
USER_2370,Premium,18-24,Montreal,TRUE
USER_2386,Premium,25-34,Montreal,TRUE
USER_2388,Free,18-24,New York City,FALSE
USER_2390,Premium,35-44,Montreal,TRUE
USER_2398,Free,18-24,New York City,FALSE
USER_2401,Free,25-34,Vancouver,FALSE
USER_2436,Free,25-34,Vancouver,FALSE
USER_2466,Free,18-24,Los Angeles,FALSE
USER_2469,Premium,18-24,London,FALSE
USER_2480,Premium,18-24,Los Angeles,FALSE
USER_2492,Free,45+,Vancouver,FALSE
USER_2494,Premium,25-34,Vancouver,FALSE
USER_2500,Premium,35-44,London,FALSE
USER_2515,Free,25-34,New York City,FALSE
USER_2519,Premium,18-24,Montreal,TRUE
USER_2520,Free,18-24,Toronto,FALSE
USER_2526,Premium,25-34,London,FALSE
USER_2529,Free,18-24,Toronto,FALSE
USER_2543,Free,25-34,New York City,FALSE
USER_2556,Premium,18-24,Vancouver,FALSE
USER_2557,Premium,45+,Vancouver,FALSE
USER_2571,Premium,18-24,Los Angeles,FALSE
USER_2572,Free,25-34,Vancouver,FALSE
USER_2586,Free,18-24,Montreal,TRUE
USER_2591,Premium,18-24,London,FALSE
USER_2600,Free,18-24,Los Angeles,FALSE
USER_2617,Free,25-34,Montreal,TRUE
USER_2621,Premium,18-24,Montreal,TRUE
USER_2628,Premium,25-34,London,FALSE
USER_2634,Free,18-24,Los Angeles,FALSE
USER_2647,Premium,25-34,London,FALSE
USER_2668,Premium,18-24,Vancouver,FALSE
USER_2681,Premium,18-24,New York City,FALSE
USER_2690,Free,25-34,London,FALSE
USER_2693,Free,25-34,New York City,FALSE
USER_2697,Premium,25-34,London,FALSE
USER_2698,Premium,18-24,Vancouver,FALSE
USER_2700,Free,25-34,Montreal,TRUE
USER_2705,Free,18-24,Toronto,FALSE
USER_2706,Free,35-44,London,FALSE
USER_2709,Premium,25-34,Vancouver,FALSE
USER_2714,Premium,25-34,Toronto,FALSE
USER_2732,Premium,18-24,Toronto,FALSE
USER_2734,Free,25-34,London,FALSE
USER_2736,Free,35-44,Los Angeles,FALSE
USER_2749,Premium,18-24,London,FALSE
USER_2763,Premium,45+,Montreal,TRUE
USER_2784,Free,25-34,Los Angeles,FALSE
USER_2791,Premium,18-24,Toronto,FALSE
USER_2794,Free,18-24,New York City,FALSE
USER_2799,Premium,18-24,Montreal,TRUE
USER_2814,Premium,18-24,New York City,FALSE
USER_2824,Free,35-44,Los Angeles,FALSE
USER_2829,Free,18-24,London,FALSE
USER_2833,Free,35-44,Montreal,TRUE
USER_2837,Free,25-34,Montreal,TRUE
USER_2838,Free,18-24,Vancouver,FALSE
USER_2848,Premium,25-34,Los Angeles,FALSE
USER_2852,Free,35-44,Montreal,TRUE
USER_2856,Premium,35-44,Vancouver,FALSE
USER_2870,Free,35-44,Montreal,TRUE
USER_2901,Premium,35-44,Los Angeles,FALSE
USER_2912,Premium,18-24,Toronto,FALSE
USER_2916,Premium,35-44,Los Angeles,FALSE
USER_2918,Free,35-44,Toronto,FALSE
USER_2935,Free,25-34,Toronto,FALSE
USER_2941,Premium,18-24,Toronto,FALSE
USER_2965,Premium,25-34,Toronto,FALSE
USER_2977,Free,18-24,Vancouver,FALSE
USER_3018,Premium,18-24,Vancouver,FALSE
USER_3025,Premium,35-44,Montreal,TRUE
USER_3035,Premium,18-24,Vancouver,FALSE
USER_3044,Free,25-34,Vancouver,FALSE
USER_3047,Free,18-24,New York City,FALSE
USER_3050,Free,25-34,Montreal,TRUE
USER_3062,Free,18-24,Los Angeles,FALSE
USER_3066,Premium,18-24,London,FALSE
USER_3070,Premium,18-24,London,FALSE
USER_3072,Premium,18-24,Vancouver,FALSE
USER_3093,Free,18-24,Toronto,FALSE
USER_3140,Free,18-24,Montreal,TRUE
USER_3143,Free,25-34,Vancouver,FALSE
USER_3149,Free,18-24,Vancouver,FALSE
USER_3160,Free,18-24,New York City,FALSE
USER_3166,Premium,18-24,New York City,FALSE
USER_3172,Premium,35-44,Vancouver,FALSE
USER_3176,Premium,25-34,Toronto,FALSE
USER_3183,Premium,18-24,Vancouver,FALSE
USER_3190,Free,25-34,New York City,FALSE
USER_3194,Premium,35-44,New York City,FALSE
USER_3197,Premium,35-44,London,FALSE
USER_3201,Premium,25-34,Toronto,FALSE
USER_3206,Premium,18-24,London,FALSE
USER_3225,Premium,35-44,Montreal,TRUE
USER_3246,Free,18-24,New York City,FALSE
USER_3248,Premium,25-34,Toronto,FALSE
USER_3251,Premium,25-34,Toronto,FALSE
USER_3258,Free,18-24,Los Angeles,FALSE
USER_3264,Premium,18-24,London,FALSE
USER_3290,Premium,18-24,New York City,FALSE
USER_3306,Free,25-34,Vancouver,FALSE
USER_3330,Free,18-24,London,FALSE
USER_3334,Premium,35-44,Toronto,FALSE
USER_3338,Premium,35-44,London,FALSE
USER_3339,Free,18-24,Los Angeles,FALSE
USER_3352,Premium,18-24,Toronto,FALSE
USER_3366,Free,18-24,Los Angeles,FALSE
USER_3375,Free,35-44,Toronto,FALSE
USER_3408,Free,18-24,Los Angeles,FALSE
USER_3418,Premium,25-34,Toronto,FALSE
USER_3445,Free,25-34,Los Angeles,FALSE
USER_3462,Premium,18-24,Los Angeles,FALSE
USER_3480,Premium,18-24,Vancouver,FALSE
USER_3484,Premium,18-24,Toronto,FALSE
USER_3485,Premium,25-34,Toronto,FALSE
USER_3511,Premium,18-24,Vancouver,FALSE
USER_3518,Free,18-24,Montreal,TRUE
USER_3533,Free,18-24,Montreal,TRUE
USER_3540,Premium,18-24,New York City,FALSE
USER_3583,Premium,25-34,Montreal,TRUE
USER_3585,Free,35-44,London,FALSE
USER_3599,Free,25-34,London,FALSE
USER_3647,Premium,18-24,Los Angeles,FALSE
USER_3669,Premium,18-24,New York City,FALSE
USER_3671,Free,25-34,Vancouver,FALSE
USER_3686,Free,25-34,Vancouver,FALSE
USER_3688,Premium,18-24,Toronto,FALSE
USER_3699,Premium,18-24,Montreal,TRUE
USER_3705,Free,18-24,Toronto,FALSE
USER_3710,Premium,45+,Toronto,FALSE
USER_3712,Premium,18-24,Toronto,FALSE
USER_3722,Premium,18-24,Los Angeles,FALSE
USER_3729,Premium,35-44,Los Angeles,FALSE
USER_3743,Free,18-24,London,FALSE
USER_3753,Premium,18-24,Montreal,TRUE
USER_3757,Free,18-24,London,FALSE
USER_3761,Free,18-24,Montreal,TRUE
USER_3770,Free,35-44,Toronto,FALSE
USER_3771,Premium,25-34,London,FALSE
USER_3772,Free,18-24,Vancouver,FALSE
USER_3774,Premium,18-24,London,FALSE
USER_3817,Free,25-34,Vancouver,FALSE
USER_3840,Premium,25-34,Los Angeles,FALSE
USER_3844,Free,18-24,Vancouver,FALSE
USER_3861,Free,18-24,London,FALSE
USER_3868,Premium,25-34,Los Angeles,FALSE
USER_3877,Premium,25-34,Los Angeles,FALSE
USER_3890,Premium,18-24,Toronto,FALSE
USER_3897,Premium,18-24,Montreal,TRUE
USER_3903,Premium,18-24,Vancouver,FALSE
USER_3904,Free,18-24,Vancouver,FALSE
USER_3906,Premium,18-24,Montreal,TRUE
USER_3910,Free,25-34,Los Angeles,FALSE
USER_3912,Premium,35-44,London,FALSE
USER_3929,Free,18-24,London,FALSE
USER_3943,Premium,25-34,Montreal,TRUE
USER_3946,Premium,35-44,New York City,FALSE
USER_3960,Premium,25-34,London,FALSE
USER_3969,Free,18-24,Los Angeles,FALSE
USER_3970,Free,18-24,New York City,FALSE
USER_3984,Free,25-34,Montreal,TRUE
USER_3987,Premium,18-24,New York City,FALSE
USER_3995,Free,25-34,Los Angeles,FALSE
USER_4012,Free,18-24,New York City,FALSE
USER_4024,Premium,18-24,Vancouver,FALSE
USER_4036,Premium,25-34,London,FALSE
USER_4047,Free,18-24,Los Angeles,FALSE
USER_4059,Free,25-34,Vancouver,FALSE
USER_4070,Premium,18-24,New York City,FALSE
USER_4072,Premium,18-24,Los Angeles,FALSE
USER_4095,Premium,25-34,Montreal,TRUE
USER_4108,Free,18-24,Los Angeles,FALSE
USER_4110,Free,18-24,Vancouver,FALSE
USER_4115,Free,18-24,Toronto,FALSE
USER_4122,Free,25-34,Vancouver,FALSE
USER_4128,Free,18-24,New York City,FALSE
USER_4131,Premium,35-44,Vancouver,FALSE
USER_4132,Free,25-34,New York City,FALSE
USER_4145,Premium,35-44,New York City,FALSE
USER_4146,Free,25-34,Vancouver,FALSE
USER_4159,Free,18-24,Vancouver,FALSE
USER_4173,Free,18-24,London,FALSE
USER_4175,Premium,18-24,Vancouver,FALSE
USER_4190,Free,18-24,Montreal,TRUE
USER_4195,Premium,18-24,Vancouver,FALSE
USER_4219,Free,18-24,Montreal,TRUE
USER_4241,Premium,25-34,London,FALSE
USER_4250,Free,25-34,Montreal,TRUE
USER_4255,Free,25-34,Vancouver,FALSE
USER_4257,Premium,18-24,Montreal,TRUE
USER_4258,Premium,45+,Toronto,FALSE
USER_4259,Free,35-44,Montreal,TRUE
USER_4268,Premium,18-24,New York City,FALSE
USER_4280,Premium,18-24,Montreal,TRUE
USER_4283,Premium,25-34,Toronto,FALSE
USER_4337,Premium,18-24,Los Angeles,FALSE
USER_4349,Free,18-24,New York City,FALSE
USER_4351,Free,18-24,Los Angeles,FALSE
USER_4354,Free,18-24,Los Angeles,FALSE
USER_4358,Premium,18-24,New York City,FALSE
USER_4384,Premium,35-44,London,FALSE
USER_4392,Free,18-24,New York City,FALSE
USER_4400,Premium,18-24,London,FALSE
USER_4416,Free,18-24,Toronto,FALSE
USER_4417,Premium,18-24,Montreal,TRUE
USER_4426,Premium,25-34,London,FALSE
USER_4439,Premium,35-44,Montreal,TRUE
USER_4457,Free,18-24,Montreal,TRUE
USER_4467,Free,18-24,Vancouver,FALSE
USER_4485,Free,18-24,New York City,FALSE
USER_4497,Free,18-24,Los Angeles,FALSE
USER_4516,Free,35-44,Vancouver,FALSE
USER_4533,Premium,18-24,Vancouver,FALSE
USER_4549,Free,25-34,Los Angeles,FALSE
USER_4551,Free,18-24,Toronto,FALSE
USER_4580,Free,18-24,Toronto,FALSE
USER_4602,Free,25-34,London,FALSE
USER_4619,Premium,25-34,Toronto,FALSE
USER_4624,Premium,18-24,Montreal,TRUE
USER_4637,Premium,35-44,Toronto,FALSE
USER_4638,Free,18-24,Vancouver,FALSE
USER_4655,Premium,18-24,Montreal,TRUE
USER_4666,Premium,18-24,Toronto,FALSE
USER_4671,Free,18-24,Montreal,TRUE
USER_4672,Free,25-34,Los Angeles,FALSE
USER_4681,Free,18-24,Toronto,FALSE
USER_4683,Premium,18-24,Toronto,FALSE
USER_4700,Premium,18-24,Vancouver,FALSE
USER_4703,Premium,18-24,Vancouver,FALSE
USER_4708,Premium,25-34,London,FALSE
USER_4709,Premium,35-44,London,FALSE
USER_4726,Free,25-34,Montreal,TRUE
USER_4749,Premium,18-24,Los Angeles,FALSE
USER_4751,Premium,18-24,Montreal,TRUE
USER_4759,Premium,35-44,London,FALSE
USER_4786,Premium,25-34,New York City,FALSE
USER_4806,Premium,18-24,Toronto,FALSE
USER_4814,Free,45+,London,FALSE
USER_4849,Premium,45+,Toronto,FALSE
USER_4860,Premium,18-24,Vancouver,FALSE
USER_4871,Free,35-44,Vancouver,FALSE
USER_4890,Free,18-24,London,FALSE
USER_4893,Free,25-34,Toronto,FALSE
USER_4897,Free,18-24,Vancouver,FALSE
USER_4918,Free,18-24,London,FALSE
USER_4929,Free,25-34,London,FALSE
USER_4943,Premium,25-34,Montreal,TRUE
USER_4949,Premium,18-24,Los Angeles,FALSE
USER_4950,Premium,35-44,Montreal,TRUE
USER_4955,Premium,25-34,Los Angeles,FALSE
USER_4957,Premium,45+,Toronto,FALSE
USER_4972,Premium,35-44,Montreal,TRUE
USER_4978,Free,18-24,Vancouver,FALSE
USER_4987,Premium,18-24,London,FALSE
USER_4997,Premium,18-24,Montreal,TRUE
USER_0023,Premium,45+,Vancouver,FALSE
USER_0029,Premium,25-34,Los Angeles,FALSE
USER_0031,Premium,18-24,New York City,FALSE
USER_0034,Premium,18-24,Toronto,FALSE
USER_0052,Premium,35-44,New York City,FALSE
USER_0056,Free,18-24,Montreal,TRUE
USER_0057,Free,25-34,New York City,FALSE
USER_0064,Premium,18-24,Toronto,FALSE
USER_0070,Free,25-34,Los Angeles,FALSE
USER_0093,Premium,18-24,New York City,FALSE
USER_0149,Premium,18-24,Montreal,TRUE
USER_0170,Premium,18-24,Los Angeles,FALSE
USER_0186,Free,18-24,Vancouver,FALSE
USER_0188,Free,45+,Los Angeles,FALSE
USER_0192,Premium,18-24,Toronto,FALSE
USER_0193,Free,45+,New York City,FALSE
USER_0195,Free,35-44,Toronto,FALSE
USER_0203,Premium,35-44,Los Angeles,FALSE
USER_0214,Free,25-34,Montreal,TRUE
USER_0245,Premium,45+,Montreal,TRUE
USER_0258,Free,18-24,Los Angeles,FALSE
USER_0266,Premium,25-34,Los Angeles,FALSE
USER_0269,Free,18-24,London,FALSE
USER_0325,Free,18-24,Toronto,FALSE
USER_0345,Premium,25-34,London,FALSE
USER_0369,Free,25-34,London,FALSE
USER_0371,Free,25-34,London,FALSE
USER_0389,Premium,25-34,New York City,FALSE
USER_0390,Premium,18-24,Toronto,FALSE
USER_0400,Free,45+,Los Angeles,FALSE
USER_0406,Premium,25-34,Toronto,FALSE
USER_0407,Free,18-24,Montreal,TRUE
USER_0443,Free,45+,London,FALSE
USER_0446,Premium,25-34,London,FALSE
USER_0449,Free,45+,Toronto,FALSE
USER_0457,Free,18-24,Vancouver,FALSE
USER_0476,Free,18-24,Vancouver,FALSE
USER_0486,Premium,25-34,Montreal,TRUE
USER_0487,Free,18-24,London,FALSE
USER_0489,Free,35-44,London,FALSE
USER_0492,Premium,18-24,Los Angeles,FALSE
USER_0499,Free,25-34,Toronto,FALSE
USER_0500,Free,35-44,Toronto,FALSE
USER_0506,Premium,25-34,New York City,FALSE
USER_0507,Premium,25-34,Montreal,TRUE
USER_0517,Free,25-34,Los Angeles,FALSE
USER_0535,Free,18-24,Toronto,FALSE
USER_0539,Premium,25-34,Vancouver,FALSE
USER_0547,Premium,18-24,Los Angeles,FALSE
USER_0549,Premium,45+,Montreal,TRUE
USER_0558,Premium,18-24,Los Angeles,FALSE
USER_0571,Free,35-44,London,FALSE
USER_0573,Free,25-34,Toronto,FALSE
USER_0598,Premium,25-34,New York City,FALSE
USER_0636,Free,25-34,New York City,FALSE
USER_0645,Free,45+,Toronto,FALSE
USER_0650,Premium,18-24,Montreal,TRUE
USER_0659,Free,25-34,Los Angeles,FALSE
USER_0667,Premium,45+,Vancouver,FALSE
USER_0674,Premium,45+,Montreal,TRUE
USER_0684,Premium,35-44,Toronto,FALSE
USER_0692,Premium,35-44,Montreal,TRUE
USER_0703,Free,18-24,Los Angeles,FALSE
USER_0706,Premium,18-24,Montreal,TRUE
USER_0715,Premium,25-34,Montreal,TRUE
USER_0716,Free,25-34,Toronto,FALSE
USER_0730,Premium,25-34,New York City,FALSE
USER_0738,Premium,45+,Montreal,TRUE
USER_0747,Free,25-34,Vancouver,FALSE
USER_0759,Premium,35-44,Montreal,TRUE
USER_0785,Premium,35-44,Montreal,TRUE
USER_0792,Premium,35-44,Montreal,TRUE
USER_0819,Premium,18-24,London,FALSE
USER_0822,Premium,18-24,New York City,FALSE
USER_0824,Free,25-34,Toronto,FALSE
USER_0843,Premium,18-24,Los Angeles,FALSE
USER_0871,Free,45+,Toronto,FALSE
USER_0874,Free,35-44,London,FALSE
USER_0892,Premium,25-34,London,FALSE
USER_0895,Free,35-44,Montreal,TRUE
USER_0899,Free,18-24,Vancouver,FALSE
USER_0901,Free,18-24,New York City,FALSE
USER_0912,Premium,25-34,Montreal,TRUE
USER_0917,Premium,25-34,Los Angeles,FALSE
USER_0938,Premium,18-24,New York City,FALSE
USER_0940,Premium,25-34,Toronto,FALSE
USER_0946,Premium,45+,Vancouver,FALSE
USER_0952,Free,18-24,London,FALSE
USER_0969,Premium,25-34,Toronto,FALSE
USER_0983,Free,45+,Vancouver,FALSE
USER_0992,Free,45+,London,FALSE
USER_1001,Free,35-44,Los Angeles,FALSE
USER_1004,Premium,45+,New York City,FALSE
USER_1026,Free,18-24,London,FALSE
USER_1042,Premium,18-24,Toronto,FALSE
USER_1050,Premium,25-34,Montreal,TRUE
USER_1063,Premium,18-24,London,FALSE
USER_1071,Premium,35-44,Los Angeles,FALSE
USER_1084,Premium,35-44,London,FALSE
USER_1094,Free,35-44,Toronto,FALSE
USER_1099,Premium,45+,London,FALSE
USER_1118,Free,25-34,Toronto,FALSE
USER_1120,Premium,18-24,Vancouver,FALSE
USER_1122,Premium,18-24,Toronto,FALSE
USER_1146,Free,25-34,London,FALSE
USER_1150,Premium,18-24,Toronto,FALSE
USER_1158,Premium,35-44,Vancouver,FALSE
USER_1159,Free,45+,Montreal,TRUE
USER_1162,Free,18-24,London,FALSE
USER_1166,Free,25-34,New York City,FALSE
USER_1184,Free,18-24,New York City,FALSE
USER_1189,Free,25-34,London,FALSE
USER_1207,Premium,45+,New York City,FALSE
USER_1216,Premium,45+,Vancouver,FALSE
USER_1237,Premium,35-44,Los Angeles,FALSE
USER_1238,Free,25-34,Vancouver,FALSE
USER_1263,Free,18-24,London,FALSE
USER_1285,Premium,18-24,New York City,FALSE
USER_1294,Free,45+,London,FALSE
USER_1302,Premium,18-24,Montreal,TRUE
USER_1318,Free,25-34,Montreal,TRUE
USER_1333,Premium,18-24,Montreal,TRUE
USER_1346,Free,18-24,Montreal,TRUE
USER_1349,Premium,35-44,London,FALSE
USER_1356,Premium,25-34,Toronto,FALSE
USER_1372,Premium,35-44,New York City,FALSE
USER_1386,Premium,25-34,London,FALSE
USER_1391,Premium,25-34,Los Angeles,FALSE
USER_1399,Free,18-24,London,FALSE
USER_1404,Free,45+,Montreal,TRUE
USER_1411,Premium,35-44,Vancouver,FALSE
USER_1417,Free,18-24,Montreal,TRUE
USER_1428,Premium,35-44,London,FALSE
USER_1440,Premium,18-24,Toronto,FALSE
USER_1449,Premium,25-34,Toronto,FALSE
USER_1450,Free,45+,Los Angeles,FALSE
USER_1457,Free,25-34,Vancouver,FALSE
USER_1466,Free,45+,London,FALSE
USER_1470,Premium,25-34,Los Angeles,FALSE
USER_1483,Free,45+,New York City,FALSE
USER_1492,Premium,25-34,Vancouver,FALSE
USER_1506,Free,18-24,Los Angeles,FALSE
USER_1510,Free,18-24,New York City,FALSE
USER_1523,Premium,45+,Vancouver,FALSE
USER_1559,Premium,18-24,London,FALSE
USER_1583,Premium,18-24,Toronto,FALSE
USER_1594,Free,18-24,Montreal,TRUE
USER_1612,Free,18-24,Los Angeles,FALSE
USER_1636,Premium,35-44,Los Angeles,FALSE
USER_1652,Free,18-24,New York City,FALSE
USER_1655,Free,35-44,Vancouver,FALSE
USER_1665,Premium,18-24,Montreal,TRUE
USER_1687,Free,35-44,London,FALSE
USER_1693,Premium,18-24,Montreal,TRUE
USER_1697,Premium,18-24,Vancouver,FALSE
USER_1709,Premium,18-24,Toronto,FALSE
USER_1712,Free,25-34,London,FALSE
USER_1714,Premium,25-34,New York City,FALSE
USER_1718,Premium,35-44,London,FALSE
USER_1724,Premium,18-24,London,FALSE
USER_1768,Free,18-24,Montreal,TRUE
USER_1776,Free,25-34,Vancouver,FALSE
USER_1794,Premium,45+,Los Angeles,FALSE
USER_1805,Premium,35-44,Los Angeles,FALSE
USER_1810,Premium,35-44,Vancouver,FALSE
USER_1826,Free,25-34,Los Angeles,FALSE
USER_1829,Premium,25-34,Montreal,TRUE
USER_1857,Free,18-24,Vancouver,FALSE
USER_1888,Free,35-44,Vancouver,FALSE
USER_1889,Free,35-44,Los Angeles,FALSE
USER_1904,Free,45+,Toronto,FALSE
USER_1905,Free,45+,Vancouver,FALSE
USER_1915,Free,25-34,Montreal,TRUE
USER_1948,Premium,25-34,New York City,FALSE
USER_1951,Free,25-34,Toronto,FALSE
USER_1964,Free,25-34,New York City,FALSE
USER_1977,Premium,25-34,Toronto,FALSE
USER_1984,Free,25-34,London,FALSE
USER_1994,Premium,18-24,Vancouver,FALSE
USER_2004,Premium,35-44,London,FALSE
USER_2009,Free,35-44,Toronto,FALSE
USER_2037,Premium,45+,New York City,FALSE
USER_2043,Free,45+,Montreal,TRUE
USER_2054,Free,25-34,New York City,FALSE
USER_2058,Free,35-44,Vancouver,FALSE
USER_2071,Free,25-34,New York City,FALSE
USER_2095,Premium,18-24,Montreal,TRUE
USER_2096,Premium,25-34,Los Angeles,FALSE
USER_2098,Premium,18-24,Los Angeles,FALSE
USER_2101,Free,18-24,New York City,FALSE
USER_2115,Free,35-44,Montreal,TRUE
USER_2122,Free,18-24,London,FALSE
USER_2124,Premium,25-34,New York City,FALSE
USER_2132,Free,18-24,New York City,FALSE
USER_2137,Premium,25-34,Los Angeles,FALSE
USER_2141,Premium,25-34,New York City,FALSE
USER_2149,Premium,18-24,Los Angeles,FALSE
USER_2154,Free,35-44,New York City,FALSE
USER_2158,Premium,25-34,London,FALSE
USER_2173,Premium,18-24,Toronto,FALSE
USER_2180,Premium,18-24,Los Angeles,FALSE
USER_2184,Premium,18-24,New York City,FALSE
USER_2202,Premium,18-24,Toronto,FALSE
USER_2215,Premium,25-34,Toronto,FALSE
USER_2225,Free,25-34,London,FALSE
USER_2232,Free,25-34,Vancouver,FALSE
USER_2239,Premium,18-24,Montreal,TRUE
USER_2278,Free,45+,Montreal,TRUE
USER_2309,Premium,25-34,Toronto,FALSE
USER_2321,Premium,25-34,New York City,FALSE
USER_2338,Free,35-44,Los Angeles,FALSE
USER_2339,Free,18-24,Vancouver,FALSE
USER_2399,Free,18-24,New York City,FALSE
USER_2416,Free,18-24,Montreal,TRUE
USER_2434,Premium,25-34,New York City,FALSE
USER_2440,Premium,25-34,London,FALSE
USER_2441,Premium,35-44,Los Angeles,FALSE
USER_2474,Free,25-34,Vancouver,FALSE
USER_2488,Premium,25-34,London,FALSE
USER_2490,Free,18-24,Los Angeles,FALSE
USER_2496,Premium,25-34,Los Angeles,FALSE
