stream_id,user_id,track_id,stream_date,stream_time,hour_of_day,device_type,stream_duration_sec,completed,skipped,replayed,added_to_playlist
STR_20240626_75271,USER_4889,TRK_1314,6/26/2024,21:36:39,21,Mobile,450,TRUE,FALSE,TRUE,TRUE
STR_20240515_99675,USER_4905,TRK_8667,5/15/2024,4:07:01,4,Desktop,175,FALSE,TRUE,FALSE,FALSE
STR_20240609_11352,USER_4906,TRK_5788,6/9/2024,17:31:39,17,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240521_30763,USER_4920,TRK_1732,5/21/2024,17:03:45,17,Desktop,450,TRUE,FALSE,TRUE,FALSE
STR_20240514_08693,USER_4922,TRK_4770,5/14/2024,19:04:30,19,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240427_71022,USER_4928,TRK_9146,4/27/2024,18:04:19,18,Smart Speaker,220,FALSE,TRUE,FALSE,FALSE
STR_20240423_24265,USER_4942,TRK_2944,4/23/2024,9:56:02,9,Mobile,450,TRUE,FALSE,FALSE,TRUE
STR_20240629_01309,USER_4945,TRK_4726,6/29/2024,18:01:37,18,Mobile,450,TRUE,FALSE,FALSE,FALSE
STR_20240627_84994,USER_4951,TRK_3066,6/27/2024,20:06:46,20,Smart Speaker,139,FALSE,TRUE,FALSE,FALSE
STR_20240620_21718,USER_4952,TRK_3698,6/20/2024,11:52:31,11,Desktop,450,TRUE,FALSE,FALSE,TRUE
STR_20240130_18978,USER_4967,TRK_5497,1/30/2024,12:36:11,12,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240520_56912,USER_4976,TRK_3703,5/20/2024,22:05:21,22,Desktop,153,FALSE,TRUE,FALSE,FALSE
STR_20240521_41218,USER_4984,TRK_7956,5/21/2024,14:15:07,14,Desktop,450,TRUE,FALSE,FALSE,TRUE
STR_20240115_49364,USER_4992,TRK_6897,1/15/2024,22:05:10,22,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240607_97005,USER_4995,TRK_1986,6/7/2024,6:33:24,6,Smart Speaker,272,FALSE,TRUE,FALSE,FALSE
STR_20240621_29016,USER_4998,TRK_6374,6/21/2024,7:24:52,7,Desktop,450,TRUE,FALSE,FALSE,FALSE
STR_20240528_86714,USER_5000,TRK_4291,5/28/2024,7:02:21,7,Smart Speaker,450,TRUE,FALSE,FALSE,FALSE
STR_20240601_47236,USER_0016,TRK_8865,6/1/2024,1:37:37,1,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240215_68304,USER_0042,TRK_2040,2/15/2024,23:11:52,23,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240121_82134,USER_0059,TRK_1988,1/21/2024,6:22:32,6,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240515_84116,USER_0061,TRK_4843,5/15/2024,3:17:20,3,Desktop,111,FALSE,TRUE,FALSE,FALSE
STR_20240121_11008,USER_0062,TRK_4876,1/21/2024,7:43:37,7,Mobile,270,TRUE,FALSE,FALSE,TRUE
STR_20240408_25449,USER_0063,TRK_4673,4/8/2024,23:35:20,23,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240330_73520,USER_0082,TRK_7375,3/30/2024,22:30:30,22,Smart Speaker,270,TRUE,FALSE,FALSE,TRUE
STR_20240508_49046,USER_0085,TRK_3723,5/8/2024,21:31:32,21,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240528_79310,USER_0098,TRK_4767,5/28/2024,0:16:52,0,Smart Speaker,270,TRUE,FALSE,FALSE,TRUE
STR_20240522_08968,USER_0099,TRK_5256,5/22/2024,15:44:16,15,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240529_63138,USER_0102,TRK_7112,5/29/2024,6:39:39,6,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240228_60965,USER_0105,TRK_8290,2/28/2024,20:27:17,20,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240217_32033,USER_0108,TRK_9583,2/17/2024,5:01:51,5,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240213_00012,USER_0128,TRK_5277,2/13/2024,11:04:52,11,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240610_41086,USER_0159,TRK_8696,6/10/2024,13:58:14,13,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240315_42682,USER_0160,TRK_7383,3/15/2024,18:25:50,18,Smart Speaker,270,TRUE,FALSE,FALSE,TRUE
STR_20240619_43736,USER_0163,TRK_5224,6/19/2024,17:08:24,17,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240206_69003,USER_0164,TRK_4584,2/6/2024,13:12:53,13,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240325_26246,USER_0171,TRK_2457,3/25/2024,5:59:02,5,Smart Speaker,270,TRUE,FALSE,FALSE,TRUE
STR_20240503_35537,USER_0179,TRK_3745,5/3/2024,10:15:21,10,Mobile,119,FALSE,TRUE,FALSE,TRUE
STR_20240503_64652,USER_0182,TRK_9848,5/3/2024,8:16:02,8,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240513_75702,USER_0185,TRK_6119,5/13/2024,2:19:59,2,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240311_71265,USER_0205,TRK_3214,3/11/2024,12:01:31,12,Mobile,183,FALSE,TRUE,FALSE,FALSE
STR_20240202_29162,USER_0224,TRK_5386,2/2/2024,22:09:29,22,Desktop,188,FALSE,TRUE,FALSE,FALSE
STR_20240112_99691,USER_0241,TRK_2195,1/12/2024,17:27:06,17,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240324_25914,USER_0243,TRK_8298,3/24/2024,20:58:49,20,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240531_51367,USER_0247,TRK_9191,5/31/2024,11:33:15,11,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240316_74741,USER_0254,TRK_4803,3/16/2024,22:21:39,22,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240505_91485,USER_0257,TRK_4774,5/5/2024,13:31:58,13,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240406_35586,USER_0260,TRK_6152,4/6/2024,14:53:10,14,Desktop,270,TRUE,FALSE,FALSE,TRUE
STR_20240608_73716,USER_0264,TRK_5547,6/8/2024,1:37:27,1,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240517_50141,USER_0271,TRK_1795,5/17/2024,21:20:49,21,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240525_08814,USER_0273,TRK_8735,5/25/2024,8:47:06,8,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240518_76508,USER_0276,TRK_8961,5/18/2024,20:54:11,20,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240613_77431,USER_0289,TRK_4554,6/13/2024,13:16:29,13,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240528_68618,USER_0296,TRK_7885,5/28/2024,12:14:14,12,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240303_43815,USER_0308,TRK_2360,3/3/2024,13:45:27,13,Smart Speaker,163,FALSE,TRUE,FALSE,FALSE
STR_20240417_77246,USER_0309,TRK_1931,4/17/2024,21:58:13,21,Smart Speaker,169,FALSE,TRUE,FALSE,FALSE
STR_20240123_25470,USER_0327,TRK_2345,1/23/2024,6:15:37,6,Mobile,92,FALSE,TRUE,FALSE,FALSE
STR_20240615_88834,USER_0334,TRK_9293,6/15/2024,10:38:50,10,Mobile,151,FALSE,TRUE,FALSE,FALSE
STR_20240625_00849,USER_0336,TRK_8434,6/25/2024,19:24:47,19,Mobile,270,TRUE,FALSE,FALSE,TRUE
STR_20240324_94254,USER_0348,TRK_5772,3/24/2024,4:10:13,4,Mobile,270,TRUE,FALSE,FALSE,TRUE
STR_20240224_36099,USER_0353,TRK_4649,2/24/2024,5:49:54,5,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240326_19484,USER_0361,TRK_6419,3/26/2024,17:55:57,17,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240304_15628,USER_0387,TRK_2408,3/4/2024,12:40:12,12,Smart Speaker,270,TRUE,FALSE,FALSE,TRUE
STR_20240627_49466,USER_0399,TRK_1076,6/27/2024,1:40:51,1,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240401_74151,USER_0409,TRK_1130,4/1/2024,19:27:19,19,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240612_65980,USER_0410,TRK_3888,6/12/2024,3:38:29,3,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240613_69881,USER_0419,TRK_4178,6/13/2024,3:36:33,3,Smart Speaker,270,TRUE,FALSE,FALSE,TRUE
STR_20240322_60016,USER_0419,TRK_1134,3/22/2024,20:23:46,20,Mobile,99,FALSE,TRUE,FALSE,FALSE
STR_20240311_30441,USER_0420,TRK_1058,3/11/2024,10:17:04,10,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240627_55590,USER_0423,TRK_8933,6/27/2024,14:40:20,14,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240221_04786,USER_0427,TRK_7932,2/21/2024,20:59:02,20,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240308_71140,USER_0439,TRK_6201,3/8/2024,2:57:59,2,Desktop,270,TRUE,FALSE,FALSE,TRUE
STR_20240213_17338,USER_0440,TRK_5874,2/13/2024,14:50:19,14,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240419_67468,USER_0450,TRK_6500,4/19/2024,18:44:39,18,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240113_08257,USER_0451,TRK_8568,1/13/2024,1:01:25,1,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240410_15478,USER_0470,TRK_9453,4/10/2024,23:44:41,23,Mobile,168,FALSE,TRUE,FALSE,FALSE
STR_20240404_62332,USER_0471,TRK_1853,4/4/2024,8:41:05,8,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240529_04015,USER_0479,TRK_4619,5/29/2024,13:45:39,13,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240424_20459,USER_0484,TRK_4730,4/24/2024,11:28:31,11,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240402_57035,USER_0529,TRK_7394,4/2/2024,11:15:07,11,Smart Speaker,270,TRUE,FALSE,FALSE,TRUE
STR_20240521_22459,USER_0530,TRK_8146,5/21/2024,20:14:29,20,Desktop,129,FALSE,TRUE,FALSE,FALSE
STR_20240117_14106,USER_0533,TRK_8331,1/17/2024,16:24:01,16,Smart Speaker,182,FALSE,TRUE,FALSE,FALSE
STR_20240307_72375,USER_0551,TRK_1087,3/7/2024,5:27:33,5,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240613_57525,USER_0551,TRK_3258,6/13/2024,13:12:53,13,Desktop,270,TRUE,FALSE,TRUE,TRUE
STR_20240626_41515,USER_0563,TRK_2082,6/26/2024,10:05:51,10,Desktop,187,FALSE,TRUE,FALSE,FALSE
STR_20240611_96163,USER_0564,TRK_7772,6/11/2024,9:18:19,9,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240229_65511,USER_0566,TRK_6058,2/29/2024,0:36:44,0,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240422_61250,USER_0569,TRK_9466,4/22/2024,8:33:25,8,Mobile,151,FALSE,TRUE,FALSE,FALSE
STR_20240204_06996,USER_0572,TRK_5647,2/4/2024,22:12:52,22,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240506_79418,USER_0576,TRK_7864,5/6/2024,16:29:40,16,Smart Speaker,187,FALSE,TRUE,FALSE,FALSE
STR_20240314_33325,USER_0607,TRK_3427,3/14/2024,18:30:04,18,Desktop,90,FALSE,TRUE,FALSE,FALSE
STR_20240216_80700,USER_0629,TRK_9933,2/16/2024,12:57:40,12,Desktop,184,FALSE,TRUE,FALSE,FALSE
STR_20240320_98601,USER_0630,TRK_4227,3/20/2024,4:00:06,4,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240427_57095,USER_0630,TRK_7206,4/27/2024,1:57:23,1,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240213_30741,USER_0634,TRK_9556,2/13/2024,0:06:12,0,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240609_02389,USER_0634,TRK_8303,6/9/2024,1:18:35,1,Mobile,137,FALSE,TRUE,FALSE,FALSE
STR_20240102_61592,USER_0637,TRK_2727,1/2/2024,12:22:59,12,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240607_39984,USER_0641,TRK_5492,6/7/2024,14:58:53,14,Desktop,147,FALSE,TRUE,FALSE,TRUE
STR_20240315_29469,USER_0643,TRK_7787,3/15/2024,11:28:41,11,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240127_72358,USER_0646,TRK_7201,1/27/2024,2:06:22,2,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240521_62597,USER_0665,TRK_4287,5/21/2024,6:17:46,6,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240122_58256,USER_0685,TRK_2834,1/22/2024,6:43:44,6,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240212_11764,USER_0695,TRK_1872,2/12/2024,15:51:59,15,Smart Speaker,270,TRUE,FALSE,TRUE,TRUE
STR_20240326_61846,USER_0713,TRK_7047,3/26/2024,11:28:51,11,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240216_73728,USER_0720,TRK_3641,2/16/2024,21:44:11,21,Mobile,162,FALSE,TRUE,FALSE,FALSE
STR_20240512_02319,USER_0726,TRK_8536,5/12/2024,10:09:11,10,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240312_17859,USER_0739,TRK_4938,3/12/2024,0:05:31,0,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240626_50088,USER_0742,TRK_6536,6/26/2024,18:42:28,18,Mobile,128,FALSE,TRUE,FALSE,FALSE
STR_20240409_70043,USER_0761,TRK_6749,4/9/2024,10:35:37,10,Desktop,270,TRUE,FALSE,TRUE,TRUE
STR_20240521_18168,USER_0787,TRK_8158,5/21/2024,5:19:05,5,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240406_52144,USER_0790,TRK_4852,4/6/2024,17:17:13,17,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240525_97302,USER_0799,TRK_1494,5/25/2024,2:30:35,2,Mobile,135,FALSE,TRUE,FALSE,FALSE
STR_20240124_46489,USER_0820,TRK_7558,1/24/2024,20:23:30,20,Mobile,270,TRUE,FALSE,TRUE,TRUE
STR_20240126_18443,USER_0823,TRK_5832,1/26/2024,6:01:51,6,Mobile,153,FALSE,TRUE,FALSE,FALSE
STR_20240407_37521,USER_0827,TRK_3703,4/7/2024,12:37:53,12,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240412_75844,USER_0832,TRK_9021,4/12/2024,14:44:44,14,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240127_17166,USER_0840,TRK_2076,1/27/2024,20:49:20,20,Mobile,162,FALSE,TRUE,FALSE,FALSE
STR_20240410_04570,USER_0847,TRK_5243,4/10/2024,4:31:06,4,Mobile,142,FALSE,TRUE,FALSE,FALSE
STR_20240608_38249,USER_0851,TRK_5947,6/8/2024,22:06:35,22,Desktop,166,FALSE,TRUE,FALSE,FALSE
STR_20240619_01383,USER_0868,TRK_8052,6/19/2024,10:41:39,10,Smart Speaker,104,FALSE,TRUE,FALSE,FALSE
STR_20240308_05922,USER_0897,TRK_8742,3/8/2024,21:10:43,21,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240616_46183,USER_0907,TRK_9243,6/16/2024,20:15:49,20,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240514_67358,USER_0945,TRK_9957,5/14/2024,13:52:40,13,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240321_49946,USER_0954,TRK_5287,3/21/2024,13:35:05,13,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240122_32904,USER_0961,TRK_6600,1/22/2024,8:05:51,8,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240130_49731,USER_0979,TRK_4965,1/30/2024,14:43:43,14,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240219_05383,USER_0981,TRK_6647,2/19/2024,18:08:45,18,Desktop,121,FALSE,TRUE,FALSE,FALSE
STR_20240410_70679,USER_1002,TRK_5866,4/10/2024,14:00:33,14,Desktop,270,TRUE,FALSE,TRUE,TRUE
STR_20240201_44159,USER_1019,TRK_3889,2/1/2024,12:42:13,12,Mobile,127,FALSE,TRUE,FALSE,FALSE
STR_20240103_06222,USER_1030,TRK_5205,1/3/2024,20:39:59,20,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240325_22311,USER_1037,TRK_4614,3/25/2024,6:33:22,6,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240615_99207,USER_1043,TRK_7155,6/15/2024,6:29:45,6,Smart Speaker,137,FALSE,TRUE,FALSE,FALSE
STR_20240322_83398,USER_1056,TRK_8030,3/22/2024,10:36:27,10,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240426_24749,USER_1061,TRK_5490,4/26/2024,20:29:16,20,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240310_03801,USER_1066,TRK_1831,3/10/2024,3:45:51,3,Mobile,270,TRUE,FALSE,FALSE,TRUE
STR_20240323_32708,USER_1075,TRK_8948,3/23/2024,10:28:38,10,Desktop,150,FALSE,TRUE,FALSE,FALSE
STR_20240408_77082,USER_1078,TRK_5404,4/8/2024,3:10:09,3,Smart Speaker,270,TRUE,FALSE,FALSE,TRUE
STR_20240206_25493,USER_1090,TRK_1198,2/6/2024,3:58:12,3,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240312_17673,USER_1096,TRK_1556,3/12/2024,13:04:40,13,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240327_44396,USER_1104,TRK_8349,3/27/2024,14:40:50,14,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240118_35749,USER_1106,TRK_8978,1/18/2024,5:42:37,5,Desktop,270,TRUE,FALSE,TRUE,TRUE
STR_20240408_57114,USER_1129,TRK_7599,4/8/2024,14:50:04,14,Mobile,98,FALSE,TRUE,FALSE,FALSE
STR_20240607_26152,USER_1137,TRK_1920,6/7/2024,1:37:40,1,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240321_39284,USER_1161,TRK_4081,3/21/2024,13:22:38,13,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240608_47682,USER_1173,TRK_5525,6/8/2024,9:33:31,9,Mobile,270,TRUE,FALSE,TRUE,TRUE
STR_20240319_00168,USER_1180,TRK_5673,3/19/2024,14:19:17,14,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240625_37180,USER_1185,TRK_9078,6/25/2024,1:15:53,1,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240620_35872,USER_1195,TRK_2433,6/20/2024,21:27:58,21,Mobile,270,TRUE,FALSE,FALSE,TRUE
STR_20240203_80740,USER_1203,TRK_5825,2/3/2024,19:55:28,19,Mobile,270,TRUE,FALSE,TRUE,TRUE
STR_20240511_83817,USER_1209,TRK_7677,5/11/2024,21:40:56,21,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240306_88473,USER_1215,TRK_6130,3/6/2024,17:45:33,17,Mobile,270,TRUE,FALSE,FALSE,TRUE
STR_20240215_50008,USER_1219,TRK_3016,2/15/2024,10:49:02,10,Desktop,270,TRUE,FALSE,TRUE,TRUE
STR_20240222_75863,USER_1221,TRK_7846,2/22/2024,19:55:18,19,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240319_04840,USER_1224,TRK_3740,3/19/2024,11:31:28,11,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240220_45286,USER_1226,TRK_9672,2/20/2024,17:33:28,17,Desktop,270,TRUE,FALSE,FALSE,TRUE
STR_20240605_87523,USER_1230,TRK_3010,6/5/2024,0:34:47,0,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240427_52027,USER_1234,TRK_4474,4/27/2024,5:01:30,5,Mobile,270,TRUE,FALSE,FALSE,TRUE
STR_20240403_99313,USER_1253,TRK_8869,4/3/2024,7:59:00,7,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240218_07145,USER_1259,TRK_9043,2/18/2024,11:35:46,11,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240115_29701,USER_1265,TRK_7662,1/15/2024,11:52:26,11,Desktop,270,TRUE,FALSE,TRUE,FALSE
STR_20240418_70306,USER_1273,TRK_4329,4/18/2024,16:05:40,16,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240427_25528,USER_1286,TRK_3522,4/27/2024,9:49:43,9,Smart Speaker,165,FALSE,TRUE,FALSE,FALSE
STR_20240403_03810,USER_1295,TRK_3881,4/3/2024,8:27:16,8,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240531_26167,USER_1299,TRK_5479,5/31/2024,11:02:29,11,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240609_66274,USER_1309,TRK_4848,6/9/2024,14:50:51,14,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240405_18334,USER_1326,TRK_8198,4/5/2024,9:27:57,9,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240507_91755,USER_1339,TRK_1260,5/7/2024,4:29:10,4,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240410_28130,USER_1345,TRK_3732,4/10/2024,21:33:13,21,Mobile,270,TRUE,FALSE,TRUE,TRUE
STR_20240614_07695,USER_1351,TRK_2937,6/14/2024,14:17:53,14,Mobile,270,TRUE,FALSE,TRUE,TRUE
STR_20240229_64553,USER_1352,TRK_6077,2/29/2024,20:52:06,20,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240101_78767,USER_1361,TRK_9947,1/1/2024,23:53:54,23,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240228_02584,USER_1362,TRK_4162,2/28/2024,10:48:46,10,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240118_97407,USER_1378,TRK_6735,1/18/2024,13:38:52,13,Mobile,270,TRUE,FALSE,TRUE,TRUE
STR_20240621_08482,USER_1383,TRK_2666,6/21/2024,2:28:33,2,Mobile,270,TRUE,FALSE,TRUE,TRUE
STR_20240121_32703,USER_1388,TRK_5690,1/21/2024,0:40:31,0,Desktop,270,TRUE,FALSE,TRUE,TRUE
STR_20240405_64099,USER_1396,TRK_5490,4/5/2024,20:27:27,20,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240131_37650,USER_1400,TRK_3559,1/31/2024,8:45:49,8,Mobile,97,FALSE,TRUE,FALSE,FALSE
STR_20240126_39944,USER_1406,TRK_7270,1/26/2024,22:07:49,22,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240213_96542,USER_1412,TRK_7443,2/13/2024,9:43:42,9,Desktop,95,FALSE,TRUE,FALSE,FALSE
STR_20240602_52583,USER_1419,TRK_7238,6/2/2024,17:29:57,17,Smart Speaker,270,TRUE,FALSE,TRUE,TRUE
STR_20240509_32988,USER_1423,TRK_9046,5/9/2024,2:23:04,2,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240627_15368,USER_1447,TRK_5283,6/27/2024,6:49:37,6,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240325_72247,USER_1456,TRK_1884,3/25/2024,23:19:55,23,Mobile,112,FALSE,TRUE,FALSE,FALSE
STR_20240223_42183,USER_1467,TRK_8606,2/23/2024,17:50:30,17,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240114_22420,USER_1495,TRK_9428,1/14/2024,21:35:54,21,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240626_03568,USER_1495,TRK_6426,6/26/2024,9:24:25,9,Mobile,154,FALSE,TRUE,FALSE,FALSE
STR_20240111_40316,USER_1498,TRK_7596,1/11/2024,13:21:05,13,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240313_00320,USER_1516,TRK_1697,3/13/2024,1:39:45,1,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240214_69568,USER_1532,TRK_9261,2/14/2024,0:20:31,0,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240104_29388,USER_1535,TRK_1708,1/4/2024,6:12:26,6,Mobile,188,FALSE,TRUE,FALSE,FALSE
STR_20240225_67669,USER_1543,TRK_2035,2/25/2024,15:03:32,15,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240503_63017,USER_1544,TRK_1199,5/3/2024,5:03:22,5,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240122_98022,USER_1546,TRK_9348,1/22/2024,7:38:38,7,Smart Speaker,270,TRUE,FALSE,FALSE,FALSE
STR_20240609_95533,USER_1550,TRK_9905,6/9/2024,23:01:04,23,Desktop,98,FALSE,TRUE,FALSE,FALSE
STR_20240428_80463,USER_1558,TRK_9108,4/28/2024,23:13:37,23,Smart Speaker,270,TRUE,FALSE,TRUE,FALSE
STR_20240510_97308,USER_1565,TRK_4587,5/10/2024,16:08:16,16,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240613_45232,USER_1569,TRK_7402,6/13/2024,15:42:35,15,Smart Speaker,84,FALSE,TRUE,FALSE,FALSE
STR_20240325_87645,USER_1573,TRK_4558,3/25/2024,14:57:05,14,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240301_32410,USER_1577,TRK_6709,3/1/2024,14:17:16,14,Desktop,81,FALSE,TRUE,FALSE,FALSE
STR_20240118_11016,USER_1598,TRK_6733,1/18/2024,13:57:27,13,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240225_97813,USER_1607,TRK_3494,2/25/2024,23:55:19,23,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240318_19230,USER_1613,TRK_7553,3/18/2024,11:54:25,11,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240508_68426,USER_1613,TRK_4655,5/8/2024,4:17:27,4,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240410_09864,USER_1623,TRK_7577,4/10/2024,9:55:39,9,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240224_71836,USER_1626,TRK_6545,2/24/2024,9:02:27,9,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240425_63196,USER_1632,TRK_2258,4/25/2024,8:10:02,8,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240117_78110,USER_1633,TRK_5995,1/17/2024,15:31:08,15,Mobile,121,FALSE,TRUE,FALSE,FALSE
STR_20240506_36976,USER_1657,TRK_1216,5/6/2024,11:29:15,11,Mobile,104,FALSE,TRUE,FALSE,FALSE
STR_20240513_47047,USER_1661,TRK_6057,5/13/2024,5:07:13,5,Desktop,270,TRUE,FALSE,FALSE,FALSE
STR_20240211_59016,USER_1680,TRK_3109,2/11/2024,10:45:29,10,Mobile,270,TRUE,FALSE,FALSE,FALSE
STR_20240613_60903,USER_1695,TRK_4678,6/13/2024,18:08:08,18,Desktop,153,FALSE,TRUE,FALSE,FALSE
STR_20240410_47434,USER_1707,TRK_9076,4/10/2024,22:38:23,22,Mobile,270,TRUE,FALSE,TRUE,FALSE
STR_20240625_28628,USER_1707,TRK_1832,6/25/2024,12:26:27,12,Desktop,270,TRUE,FALSE,FALSE,FALSE
